x_value,total_1,total_2
4772,6244,3336
4773,6250,3342
4774,6247,3339
4775,6246,3340
4776,6248,3343
4777,6255,3346
4778,6259,3343
4779,6259,3347
4780,6266,3342
4781,6271,3341
4782,6268,3343
4783,6275,3344
4784,6279,3347
4785,6283,3353
4786,6283,3350
4787,6282,3345
4788,6283,3348
4789,6278,3348
4790,6278,3344
4791,6276,3348
4792,6278,3353
4793,6274,3351
4794,6276,3352
4795,6284,3347
4796,6279,3346
4797,6278,3344
4798,6285,3350
4799,6287,3348
4800,6283,3349
4801,6291,3344
4802,6293,3342
4803,6297,3344
4804,6305,3339
4805,6311,3345
4806,6310,3348
4807,6305,3344
4808,6306,3344
4809,6310,3345
4810,6312,3342
4811,6312,3342
4812,6310,3343
4813,6317,3341
4814,6320,3343
4815,6314,3339
4816,6318,3344
4817,6323,3340
4818,6318,3336
4819,6315,3338
4820,6322,3344
4821,6316,3348
4822,6317,3349
4823,6321,3355
4824,6324,3356
4825,6327,3352
4826,6330,3356
4827,6327,3359
4828,6322,3357
4829,6323,3356
4830,6324,3359
4831,6325,3354
4832,6321,3349
4833,6322,3355
4834,6325,3355
4835,6329,3354
4836,6335,3352
4837,6342,3357
4838,6348,3359
4839,6342,3359
4840,6337,3355
4841,6344,3352
4842,6340,3348
4843,6341,3349
4844,6339,3349
4845,6345,3354
4846,6349,3354
4847,6355,3351
4848,6360,3348
4849,6362,3350
4850,6363,3353
4851,6371,3348
4852,6367,3353
4853,6374,3348
4854,6378,3345
4855,6379,3349
4856,6374,3352
4857,6372,3356
4858,6380,3359
4859,6384,3355
4860,6390,3361
4861,6385,3361
4862,6384,3359
4863,6381,3356
4864,6388,3360
4865,6395,3366
4866,6392,3370
4867,6386,3376
4868,6380,3373
4869,6387,3368
4870,6389,3369
4871,6386,3365
4872,6384,3370
4873,6387,3373
4874,6395,3374
4875,6393,3370
4876,6397,3371
4877,6399,3366
4878,6393,3365
4879,6401,3371
4880,6396,3369
4881,6402,3367
4882,6405,3367
4883,6399,3366
4884,6407,3367
4885,6409,3367
4886,6414,3364
4887,6422,3361
4888,6427,3364
4889,6429,3370
4890,6434,3375
4891,6428,3374
4892,6432,3374
4893,6438,3369
4894,6436,3364
4895,6444,3364
4896,6452,3360
4897,6450,3366
4898,6446,3371
4899,6444,3367
4900,6444,3371
4901,6447,3369
4902,6441,3370
4903,6437,3369
4904,6435,3370
4905,6429,3367
4906,6436,3364
4907,6439,3366
4908,6435,3372
4909,6440,3369
4910,6442,3368
4911,6445,3365
4912,6441,3360
4913,6440,3366
4914,6437,3367
4915,6434,3370
4916,6435,3365
4917,6437,3367
4918,6441,3365
4919,6439,3361
4920,6439,3360
4921,6441,3362
4922,6439,3358
4923,6434,3360
4924,6436,3355
4925,6438,3356
4926,6442,3359
4927,6443,3363
4928,6438,3366
4929,6441,3365
4930,6447,3367
4931,6451,3366
4932,6447,3364
4933,6445,3364
4934,6453,3369
4935,6448,3372
4936,6447,3370
4937,6446,3372
4938,6444,3374
4939,6438,3371
4940,6439,3377
4941,6444,3376
4942,6447,3382
4943,6453,3384
4944,6452,3384
4945,6453,3388
4946,6455,3394
4947,6456,3399
4948,6454,3398
4949,6450,3394
4950,6449,3394
4951,6451,3396
4952,6445,3396
4953,6443,3392
4954,6441,3387
4955,6439,3388
4956,6439,3386
4957,6442,3392
4958,6445,3396
4959,6448,3402
4960,6452,3407
4961,6447,3405
4962,6442,3411
4963,6439,3407
4964,6434,3412
4965,6435,3414
4966,6431,3409
4967,6437,3408
4968,6437,3404
4969,6445,3403
4970,6446,3403
4971,6446,3400
4972,6446,3404
4973,6440,3399
4974,6441,3403
4975,6446,3407
4976,6442,3403
4977,6445,3398
4978,6449,3404
4979,6454,3409
4980,6457,3405
4981,6459,3403
4982,6457,3399
4983,6458,3399
4984,6452,3405
4985,6460,3410
4986,6455,3407
4987,6453,3409
4988,6450,3415
4989,6454,3413
4990,6456,3418
4991,6454,3422
4992,6456,3428
4993,6450,3426
4994,6453,3424
4995,6457,3422
4996,6463,3423
4997,6466,3422
4998,6464,3419
4999,6460,3418
5000,6463,3419
5001,6459,3422
5002,6467,3421
5003,6473,3418
5004,6472,3418
5005,6475,3423
5006,6480,3418
5007,6483,3423
5008,6484,3429
5009,6489,3424
5010,6497,3420
5011,6498,3416
5012,6495,3417
5013,6503,3415
5014,6502,3410
5015,6510,3415
5016,6511,3419
5017,6505,3420
5018,6507,3426
5019,6506,3427
5020,6511,3422
5021,6513,3417
5022,6516,3422
5023,6517,3425
5024,6517,3431
5025,6517,3430
5026,6523,3426
5027,6531,3429
5028,6535,3433
5029,6540,3433
5030,6547,3428
5031,6543,3429
5032,6541,3434
5033,6536,3433
5034,6544,3432
5035,6551,3437
5036,6548,3442
5037,6546,3438
5038,6554,3440
5039,6553,3442
5040,6559,3442
5041,6553,3438
5042,6558,3444
5043,6554,3448
5044,6557,3451
5045,6561,3451
5046,6566,3446
5047,6574,3444
5048,6569,3439
5049,6564,3440
5050,6563,3440
5051,6557,3444
5052,6563,3442
5053,6561,3444
5054,6561,3448
5055,6558,3446
5056,6565,3445
5057,6560,3448
5058,6554,3446
5059,6550,3445
5060,6551,3450
5061,6558,3455
5062,6562,3457
5063,6564,3459
5064,6568,3462
5065,6565,3464
5066,6572,3459
5067,6566,3455
5068,6562,3459
5069,6562,3456
5070,6568,3452
5071,6563,3452
5072,6570,3458
5073,6575,3460
5074,6572,3466
5075,6568,3472
5076,6574,3470
5077,6572,3468
5078,6568,3474
5079,6566,3470
5080,6570,3471
5081,6564,3470
5082,6570,3474
5083,6570,3474
5084,6565,3479
5085,6566,3475
5086,6570,3476
5087,6565,3475
5088,6563,3470
5089,6559,3475
5090,6560,3481
5091,6559,3481
5092,6561,3477
5093,6569,3472
5094,6563,3478
5095,6561,3482
5096,6556,3482
5097,6552,3482
5098,6552,3481
5099,6555,3487
5100,6559,3492
5101,6563,3489
5102,6567,3485
5103,6572,3482
5104,6568,3478
5105,6571,3484
5106,6569,3479
5107,6567,3484
5108,6565,3480
5109,6571,3486
5110,6574,3483
5111,6570,3482
5112,6573,3482
5113,6578,3484
5114,6585,3479
5115,6590,3478
5116,6590,3473
5117,6594,3469
5118,6593,3469
5119,6593,3473
5120,6592,3479
5121,6600,3483
5122,6595,3479
5123,6597,3482
5124,6598,3486
5125,6602,3481
5126,6603,3482
5127,6602,3479
5128,6601,3480
5129,6606,3478
5130,6602,3474
5131,6597,3476
5132,6599,3474
5133,6603,3472
5134,6610,3467
5135,6604,3469
5136,6612,3465
5137,6609,3466
5138,6612,3472
5139,6614,3475
5140,6622,3472
5141,6619,3469
5142,6624,3474
5143,6625,3472
5144,6624,3473
5145,6623,3478
5146,6624,3482
5147,6619,3484
5148,6625,3481
5149,6624,3478
5150,6630,3481
5151,6637,3476
5152,6639,3472
5153,6633,3468
5154,6630,3466
5155,6629,3465
5156,6635,3465
5157,6642,3466
5158,6638,3471
5159,6636,3466
5160,6630,3468
5161,6626,3473
5162,6633,3472
5163,6636,3470
5164,6639,3473
5165,6643,3479
5166,6643,3477
5167,6648,3483
5168,6647,3482
5169,6641,3483
5170,6639,3489
5171,6644,3495
5172,6648,3500
5173,6651,3506
5174,6658,3509
5175,6659,3511
5176,6667,3512
5177,6671,3515
5178,6671,3518
5179,6665,3514
5180,6666,3512
5181,6674,3513
5182,6682,3516
5183,6681,3515
5184,6686,3520
5185,6691,3516
5186,6699,3518
5187,6701,3523
5188,6708,3526
5189,6706,3529
5190,6702,3529
5191,6708,3534
5192,6702,3531
5193,6700,3533
5194,6697,3534
5195,6695,3539
5196,6695,3543
5197,6690,3545
5198,6688,3540
5199,6694,3539
5200,6702,3536
5201,6705,3532
5202,6702,3538
5203,6697,3540
5204,6692,3544
5205,6687,3542
5206,6691,3540
5207,6694,3541
5208,6693,3536
5209,6689,3534
5210,6697,3537
5211,6704,3534
5212,6704,3536
5213,6707,3534
5214,6710,3529
5215,6713,3533
5216,6707,3536
5217,6713,3542
5218,6721,3544
5219,6727,3540
5220,6729,3542
5221,6729,3537
5222,6731,3543
5223,6738,3538
5224,6742,3544
5225,6745,3542
5226,6752,3545
5227,6760,3545
5228,6765,3543
5229,6766,3545
5230,6761,3548
5231,6765,3554
5232,6768,3552
5233,6775,3548
5234,6772,3552
5235,6766,3551
5236,6771,3557
5237,6777,3553
5238,6775,3558
5239,6776,3554
5240,6773,3552
5241,6780,3554
5242,6784,3555
5243,6784,3552
5244,6791,3556
5245,6788,3556
5246,6796,3556
5247,6791,3557
5248,6796,3561
5249,6793,3562
5250,6798,3562
5251,6798,3557
5252,6804,3555
5253,6799,3561
5254,6801,3565
5255,6796,3563
5256,6799,3569
5257,6794,3564
5258,6794,3563
5259,6798,3563
5260,6796,3568
5261,6803,3566
5262,6808,3563
5263,6816,3561
5264,6816,3560
5265,6818,3562
5266,6823,3561
5267,6828,3561
5268,6832,3558
5269,6830,3563
5270,6830,3566
5271,6827,3569
5272,6824,3566
5273,6820,3562
5274,6815,3563
5275,6821,3568
5276,6816,3564
5277,6824,3560
5278,6819,3558
5279,6820,3553
5280,6815,3550
5281,6815,3549
5282,6811,3551
5283,6806,3550
5284,6813,3554
5285,6809,3554
5286,6816,3553
5287,6821,3557
5288,6827,3560
5289,6835,3565
5290,6838,3562
5291,6838,3565
5292,6845,3561
5293,6848,3564
5294,6849,3561
5295,6846,3562
5296,6848,3567
5297,6843,3569
5298,6837,3571
5299,6841,3566
5300,6846,3563
5301,6850,3558
5302,6844,3562
5303,6841,3563
5304,6844,3560
5305,6841,3562
5306,6835,3560
5307,6831,3557
5308,6837,3563
5309,6831,3563
5310,6828,3569
5311,6827,3571
5312,6833,3576
5313,6828,3580
5314,6831,3576
5315,6831,3581
5316,6839,3576
5317,6838,3580
5318,6844,3578
5319,6845,3577
5320,6848,3580
5321,6856,3578
5322,6855,3577
5323,6859,3577
5324,6865,3575
5325,6869,3576
5326,6873,3579
5327,6872,3581
5328,6879,3583
5329,6887,3586
5330,6890,3585
5331,6892,3586
5332,6898,3582
5333,6892,3578
5334,6892,3584
5335,6887,3579
5336,6895,3583
5337,6896,3587
5338,6899,3584
5339,6903,3589
5340,6902,3589
5341,6903,3584
5342,6909,3584
5343,6904,3589
5344,6908,3585
5345,6914,3584
5346,6921,3586
5347,6918,3592
5348,6925,3588
5349,6924,3587
5350,6927,3585
5351,6931,3588
5352,6929,3587
5353,6930,3590
5354,6926,3588
5355,6926,3593
5356,6934,3590
5357,6942,3594
5358,6936,3597
5359,6935,3600
5360,6937,3604
5361,6943,3605
5362,6942,3608
5363,6943,3612
5364,6948,3607
5365,6953,3611
5366,6955,3614
5367,6956,3619
5368,6956,3615
5369,6950,3612
5370,6946,3611
5371,6945,3610
5372,6941,3611
5373,6944,3615
5374,6950,3621
5375,6956,3627
5376,6961,3624
5377,6956,3621
5378,6959,3626
5379,6954,3628
5380,6959,3629
5381,6963,3632
5382,6968,3636
5383,6963,3640
5384,6964,3645
5385,6968,3646
5386,6971,3641
5387,6979,3643
5388,6976,3642
5389,6971,3644
5390,6979,3639
5391,6986,3641
5392,6993,3643
5393,6992,3643
5394,6991,3639
5395,6991,3635
5396,6990,3630
5397,6998,3625
5398,6997,3630
5399,6997,3635
5400,7005,3640
5401,7006,3639
5402,7012,3643
5403,7019,3649
5404,7015,3644
5405,7021,3648
5406,7026,3653
5407,7032,3653
5408,7039,3655
5409,7033,3658
5410,7032,3663
5411,7033,3658
5412,7031,3660
5413,7034,3666
5414,7042,3665
5415,7046,3669
5416,7045,3675
5417,7043,3675
5418,7046,3673
5419,7049,3674
5420,7054,3676
5421,7049,3678
5422,7049,3677
5423,7055,3680
5424,7054,3683
5425,7049,3678
5426,7048,3684
5427,7044,3690
5428,7046,3689
5429,7051,3694
5430,7054,3691
5431,7050,3697
5432,7049,3694
5433,7052,3692
5434,7051,3697
5435,7057,3699
5436,7058,3705
5437,7052,3703
5438,7052,3701
5439,7053,3698
5440,7048,3703
5441,7042,3704
5442,7044,3700
5443,7038,3702
5444,7043,3702
5445,7051,3703
5446,7056,3707
5447,7062,3705
5448,7062,3706
5449,7070,3711
5450,7074,3711
5451,7070,3708
5452,7073,3711
5453,7073,3712
5454,7071,3712
5455,7066,3714
5456,7071,3719
5457,7079,3720
5458,7081,3715
5459,7080,3715
5460,7079,3721
5461,7082,3726
5462,7089,3726
5463,7090,3725
5464,7092,3730
5465,7094,3726
5466,7100,3722
5467,7096,3724
5468,7101,3720
5469,7108,3724
5470,7114,3728
5471,7122,3723
5472,7120,3718
5473,7117,3714
5474,7125,3711
5475,7133,3708
5476,7139,3711
5477,7136,3713
5478,7144,3713
5479,7147,3708
5480,7143,3707
5481,7144,3702
5482,7139,3701
5483,7140,3697
5484,7147,3703
5485,7155,3701
5486,7154,3703
5487,7148,3703
5488,7152,3709
5489,7155,3705
5490,7154,3709
5491,7159,3714
5492,7165,3716
5493,7161,3717
5494,7165,3717
5495,7170,3717
5496,7174,3715
5497,7171,3716
5498,7178,3722
5499,7180,3725
5500,7187,3721
5501,7188,3718
5502,7190,3722
5503,7198,3720
5504,7201,3718
5505,7200,3721
5506,7197,3720
5507,7195,3723
5508,7199,3721
5509,7206,3717
5510,7207,3713
5511,7208,3714
5512,7211,3713
5513,7218,3715
5514,7223,3718
5515,7221,3717
5516,7229,3713
5517,7237,3717
5518,7231,3723
5519,7238,3728
5520,7237,3730
5521,7242,3727
5522,7247,3728
5523,7249,3733
5524,7246,3731
5525,7242,3726
5526,7240,3727
5527,7244,3726
5528,7238,3729
5529,7234,3726
5530,7231,3729
5531,7233,3724
5532,7228,3727
5533,7230,3732
5534,7238,3727
5535,7245,3727
5536,7250,3727
5537,7249,3725
5538,7249,3731
5539,7246,3726
5540,7241,3730
5541,7236,3733
5542,7230,3731
5543,7236,3733
5544,7233,3737
5545,7237,3741
5546,7238,3738
5547,7240,3737
5548,7247,3733
5549,7255,3739
5550,7257,3738
5551,7254,3743
5552,7257,3745
5553,7255,3748
5554,7254,3743
5555,7248,3741
5556,7255,3742
5557,7258,3747
5558,7266,3745
5559,7266,3747
5560,7273,3746
5561,7274,3747
5562,7273,3745
5563,7273,3742
5564,7278,3738
5565,7285,3739
5566,7283,3738
5567,7285,3735
5568,7290,3734
5569,7284,3733
5570,7281,3733
5571,7285,3737
5572,7286,3743
5573,7291,3740
5574,7285,3744
5575,7289,3741
5576,7291,3747
5577,7288,3752
5578,7286,3755
5579,7282,3751
5580,7286,3749
5581,7287,3751
5582,7290,3757
5583,7296,3756
5584,7303,3753
5585,7297,3758
5586,7291,3761
5587,7295,3757
5588,7303,3756
5589,7303,3762
5590,7302,3757
5591,7301,3761
5592,7305,3763
5593,7311,3763
5594,7307,3760
5595,7313,3761
5596,7315,3757
5597,7315,3752
5598,7316,3747
5599,7312,3748
5600,7309,3749
5601,7303,3753
5602,7310,3754
5603,7311,3757
5604,7312,3754
5605,7317,3760
5606,7311,3759
5607,7313,3760
5608,7313,3765
5609,7314,3766
5610,7312,3765
5611,7308,3771
5612,7313,3770
5613,7321,3767
5614,7321,3770
5615,7326,3775
5616,7333,3771
5617,7335,3771
5618,7342,3772
5619,7344,3770
5620,7346,3768
5621,7344,3763
5622,7350,3769
5623,7351,3765
5624,7355,3766
5625,7356,3770
5626,7361,3773
5627,7362,3769
5628,7362,3774
5629,7367,3777
5630,7368,3781
5631,7363,3777
5632,7357,3783
5633,7354,3786
5634,7361,3791
5635,7366,3791
5636,7364,3794
5637,7368,3791
5638,7372,3795
5639,7367,3796
5640,7371,3799
5641,7378,3796
5642,7374,3797
5643,7381,3800
5644,7381,3804
5645,7379,3803
5646,7377,3799
5647,7377,3796
5648,7378,3797
5649,7376,3797
5650,7382,3795
5651,7387,3797
5652,7392,3793
5653,7393,3797
5654,7397,3794
5655,7400,3797
5656,7401,3801
5657,7403,3800
5658,7399,3798
5659,7406,3804
5660,7404,3805
5661,7404,3805
5662,7409,3801
5663,7408,3804
5664,7404,3800
5665,7401,3795
5666,7406,3794
5667,7404,3799
5668,7406,3798
5669,7405,3798
5670,7404,3803
5671,7411,3808
5672,7418,3806
5673,7423,3807
5674,7419,3802
5675,7424,3806
5676,7418,3804
5677,7423,3810
5678,7429,3813
5679,7432,3819
5680,7430,3822
5681,7424,3823
5682,7431,3822
5683,7435,3820
5684,7435,3825
5685,7443,3829
5686,7450,3827
5687,7454,3831
5688,7455,3829
5689,7459,3831
5690,7453,3827
5691,7450,3827
5692,7445,3827
5693,7440,3833
5694,7448,3829
5695,7447,3827
5696,7448,3825
5697,7442,3827
5698,7447,3830
5699,7453,3825
5700,7458,3822
5701,7452,3826
5702,7455,3825
5703,7455,3828
5704,7457,3832
5705,7458,3836
5706,7465,3832
5707,7470,3828
5708,7472,3823
5709,7471,3826
5710,7465,3822
5711,7466,3822
5712,7466,3823
5713,7461,3822
5714,7458,3827
5715,7459,3828
5716,7465,3834
5717,7472,3836
5718,7472,3840
5719,7468,3837
5720,7467,3843
5721,7463,3844
5722,7459,3846
5723,7466,3846
5724,7465,3845
5725,7462,3844
5726,7457,3842
5727,7463,3841
5728,7461,3840
5729,7456,3843
5730,7461,3840
5731,7467,3845
5732,7464,3849
5733,7471,3853
5734,7465,3854
5735,7473,3856
5736,7481,3855
5737,7489,3858
5738,7495,3863
5739,7495,3864
5740,7503,3859
5741,7508,3859
5742,7510,3858
5743,7507,3856
5744,7509,3862
5745,7503,3860
5746,7502,3857
5747,7500,3858
5748,7494,3858
5749,7496,3855
5750,7501,3856
5751,7498,3852
5752,7497,3855
5753,7496,3851
5754,7496,3855
5755,7493,3850
5756,7489,3849
5757,7485,3848
5758,7487,3852
5759,7487,3858
5760,7483,3864
5761,7486,3861
5762,7490,3867
5763,7496,3863
5764,7503,3865
5765,7508,3861
5766,7511,3859
5767,7510,3857
5768,7514,3862
5769,7509,3861
5770,7512,3862
5771,7518,3860
5772,7521,3863
5773,7524,3864
5774,7529,3862
5775,7533,3860
5776,7530,3862
5777,7527,3861
5778,7524,3857
5779,7520,3854
5780,7517,3859
5781,7522,3856
5782,7524,3860
5783,7532,3864
5784,7537,3862
5785,7543,3867
5786,7551,3871
5787,7559,3872
5788,7563,3877
5789,7562,3879
5790,7557,3877
5791,7555,3872
5792,7557,3867
5793,7556,3866
5794,7555,3864
5795,7557,3859
5796,7560,3865
5797,7564,3867
5798,7567,3862
5799,7561,3861
5800,7555,3861
5801,7559,3861
5802,7554,3856
5803,7559,3856
5804,7556,3857
5805,7552,3862
5806,7551,3864
5807,7558,3870
5808,7562,3867
5809,7564,3867
5810,7559,3865
5811,7556,3871
5812,7557,3870
5813,7565,3873
5814,7563,3868
5815,7562,3874
5816,7562,3871
5817,7567,3866
5818,7564,3871
5819,7572,3866
5820,7573,3864
5821,7577,3861
5822,7575,3858
5823,7574,3858
5824,7578,3862
5825,7585,3863
5826,7593,3869
5827,7593,3872
5828,7600,3870
5829,7605,3873
5830,7605,3875
5831,7607,3875
5832,7613,3871
5833,7610,3876
5834,7609,3872
5835,7610,3877
5836,7615,3873
5837,7611,3874
5838,7617,3878
5839,7620,3880
5840,7621,3884
5841,7616,3885
5842,7611,3881
5843,7615,3880
5844,7621,3883
5845,7616,3889
5846,7616,3885
5847,7617,3880
5848,7625,3877
5849,7631,3882
5850,7634,3884
5851,7634,3885
5852,7642,3880
5853,7646,3879
5854,7647,3875
5855,7648,3871
5856,7653,3875
5857,7661,3876
5858,7664,3871
5859,7666,3876
5860,7670,3879
5861,7671,3879
5862,7668,3874
5863,7669,3880
5864,7677,3879
5865,7684,3881
5866,7691,3884
5867,7699,3883
5868,7706,3883
5869,7713,3886
5870,7714,3889
5871,7708,3895
5872,7715,3901
5873,7709,3906
5874,7713,3903
5875,7721,3903
5876,7723,3900
5877,7721,3899
5878,7729,3905
5879,7729,3900
5880,7732,3900
5881,7740,3901
5882,7745,3900
5883,7748,3904
5884,7755,3904
5885,7755,3906
5886,7756,3910
5887,7754,3913
5888,7757,3912
5889,7763,3915
5890,7766,3912
5891,7762,3908
5892,7763,3903
5893,7768,3909
5894,7764,3913
5895,7768,3908
5896,7775,3912
5897,7771,3908
5898,7775,3903
5899,7769,3901
5900,7764,3905
5901,7760,3908
5902,7757,3914
5903,7759,3919
5904,7753,3918
5905,7751,3913
5906,7753,3913
5907,7749,3914
5908,7753,3909
5909,7757,3909
5910,7763,3909
5911,7771,3915
5912,7776,3921
5913,7781,3916
5914,7778,3918
5915,7776,3920
5916,7784,3916
5917,7791,3919
5918,7789,3925
5919,7795,3927
5920,7799,3925
5921,7799,3929
5922,7797,3924
5923,7795,3923
5924,7803,3923
5925,7809,3926
5926,7806,3932
5927,7810,3933
5928,7809,3935
5929,7811,3937
5930,7814,3943
5931,7812,3947
5932,7815,3953
5933,7822,3959
5934,7830,3961
5935,7831,3967
5936,7836,3967
5937,7833,3972
5938,7830,3978
5939,7834,3976
5940,7834,3982
5941,7828,3979
5942,7823,3982
5943,7831,3984
5944,7835,3980
5945,7829,3983
5946,7836,3980
5947,7839,3976
5948,7847,3979
5949,7842,3979
5950,7847,3978
5951,7845,3984
5952,7842,3985
5953,7848,3989
5954,7852,3993
5955,7854,3997
5956,7853,3997
5957,7847,3993
5958,7845,3989
5959,7839,3995
5960,7847,3994
5961,7843,3999
5962,7841,3999
5963,7849,3994
5964,7848,3989
5965,7847,3990
5966,7849,3992
5967,7857,3994
5968,7859,3995
5969,7857,3991
5970,7858,3994
5971,7853,3993
5972,7859,3999
5973,7857,4000
5974,7854,3997
5975,7860,4001
5976,7854,4004
5977,7857,4004
5978,7861,3999
5979,7867,3997
5980,7862,3993
5981,7857,3996
5982,7863,3998
5983,7860,4001
5984,7862,3996
5985,7860,3997
5986,7865,4002
5987,7863,4002
5988,7861,4008
5989,7863,4008
5990,7858,4009
5991,7858,4008
5992,7864,4004
5993,7867,4003
5994,7863,4001
5995,7869,4007
5996,7874,4012
5997,7876,4011
5998,7881,4008
5999,7886,4011
6000,7894,4011
6001,7888,4009
6002,7895,4008
6003,7894,4004
6004,7900,4007
6005,7899,4008
6006,7903,4012
6007,7903,4008
6008,7903,4005
6009,7905,4004
6010,7906,4007
6011,7909,4004
6012,7903,3999
6013,7904,3996
6014,7912,3992
6015,7917,3998
6016,7922,4002
6017,7926,4003
6018,7932,4000
6019,7934,4005
6020,7930,4010
6021,7928,4013
6022,7922,4013
6023,7929,4009
6024,7936,4005
6025,7942,4000
6026,7943,4000
6027,7945,4004
6028,7941,4009
6029,7949,4007
6030,7951,4012
6031,7950,4013
6032,7953,4008
6033,7956,4003
6034,7954,3998
6035,7952,4003
6036,7959,4006
6037,7965,4002
6038,7966,4003
6039,7971,4007
6040,7978,4013
6041,7985,4008
6042,7988,4010
6043,7996,4012
6044,7997,4016
6045,7997,4018
6046,8000,4020
6047,8006,4016
6048,8013,4022
6049,8009,4025
6050,8007,4024
6051,8006,4028
6052,8000,4023
6053,8006,4020
6054,8006,4018
6055,8013,4016
6056,8021,4014
6057,8020,4013
6058,8022,4018
6059,8025,4018
6060,8023,4019
6061,8022,4017
6062,8017,4013
6063,8011,4010
6064,8017,4016
6065,8023,4011
6066,8025,4011
6067,8029,4010
6068,8027,4012
6069,8025,4008
6070,8019,4013
6071,8020,4013
6072,8019,4015
6073,8022,4011
6074,8027,4016
6075,8033,4013
6076,8038,4019
6077,8039,4020
6078,8047,4018
6079,8053,4013
6080,8056,4011
6081,8054,4015
6082,8054,4015
6083,8055,4019
6084,8056,4016
6085,8053,4016
6086,8050,4013
6087,8049,4018
6088,8043,4015
6089,8050,4015
6090,8056,4021
6091,8060,4023
6092,8059,4028
6093,8063,4023
6094,8062,4029
6095,8060,4024
6096,8060,4026
6097,8067,4025
6098,8074,4024
6099,8074,4025
6100,8072,4027
6101,8067,4027
6102,8070,4024
6103,8073,4019
6104,8068,4014
6105,8062,4011
6106,8067,4012
6107,8064,4010
6108,8071,4013
6109,8069,4011
6110,8071,4017
6111,8068,4015
6112,8071,4021
6113,8066,4025
6114,8072,4029
6115,8068,4030
6116,8067,4025
6117,8068,4030
6118,8064,4029
6119,8058,4035
6120,8057,4036
6121,8063,4033
6122,8069,4029
6123,8066,4029
6124,8066,4025
6125,8062,4029
6126,8060,4024
6127,8066,4023
6128,8060,4018
6129,8058,4024
6130,8053,4023
6131,8058,4023
6132,8063,4018
6133,8062,4021
6134,8066,4025
6135,8068,4029
6136,8065,4031
6137,8072,4030
6138,8072,4034
6139,8067,4029
6140,8072,4034
6141,8079,4034
6142,8080,4040
6143,8075,4035
6144,8072,4038
6145,8074,4037
6146,8082,4035
6147,8089,4040
6148,8090,4045
6149,8084,4040
6150,8090,4041
6151,8087,4047
6152,8083,4042
6153,8081,4040
6154,8087,4046
6155,8088,4042
6156,8090,4042
6157,8094,4045
6158,8089,4046
6159,8091,4042
6160,8087,4043
6161,8094,4038
6162,8091,4043
6163,8087,4047
6164,8082,4048
6165,8085,4043
6166,8091,4039
6167,8089,4034
6168,8089,4032
6169,8091,4030
6170,8086,4026
6171,8082,4022
6172,8087,4024
6173,8082,4030
6174,8089,4027
6175,8096,4029
6176,8104,4028
6177,8112,4034
6178,8108,4031
6179,8116,4033
6180,8115,4028
6181,8120,4024
6182,8114,4023
6183,8109,4018
6184,8110,4021
6185,8107,4020
6186,8111,4016
6187,8109,4019
6188,8114,4021
6189,8109,4022
6190,8116,4017
6191,8114,4015
6192,8108,4017
6193,8112,4018
6194,8117,4013
6195,8111,4009
6196,8112,4014
6197,8111,4010
6198,8119,4016
6199,8123,4015
6200,8131,4012
6201,8131,4007
6202,8126,4012
6203,8129,4018
6204,8137,4021
6205,8142,4022
6206,8141,4025
6207,8149,4030
6208,8144,4033
6209,8151,4037
6210,8154,4033
6211,8149,4037
6212,8154,4038
6213,8159,4038
6214,8156,4041
6215,8154,4036
6216,8156,4039
6217,8164,4035
6218,8167,4032
6219,8171,4033
6220,8173,4029
6221,8176,4032
6222,8184,4032
6223,8180,4034
6224,8181,4029
6225,8182,4030
6226,8181,4030
6227,8178,4026
6228,8178,4025
6229,8178,4031
6230,8179,4028
6231,8185,4030
6232,8183,4036
6233,8179,4032
6234,8182,4031
6235,8188,4027
6236,8190,4025
6237,8198,4021
6238,8197,4024
6239,8199,4026
6240,8203,4024
6241,8202,4026
6242,8201,4031
6243,8196,4034
6244,8193,4031
6245,8192,4031
6246,8189,4030
6247,8196,4035
6248,8200,4030
6249,8199,4031
6250,8201,4028
6251,8202,4024
6252,8205,4029
6253,8207,4025
6254,8209,4030
6255,8203,4035
6256,8211,4030
6257,8207,4026
6258,8206,4030
6259,8208,4026
6260,8216,4028
6261,8217,4028
6262,8212,4023
6263,8206,4022
6264,8208,4020
6265,8215,4019
6266,8218,4017
6267,8223,4012
6268,8221,4008
6269,8224,4006
6270,8218,4003
6271,8219,4000
6272,8226,4001
6273,8224,3996
6274,8220,4001
6275,8220,4004
6276,8221,4000
6277,8229,4004
6278,8229,4006
6279,8234,4011
6280,8237,4008
6281,8240,4004
6282,8246,3999
6283,8248,4001
6284,8247,3998
6285,8241,4002
6286,8236,4000
6287,8231,4001
6288,8228,3997
6289,8224,3996
6290,8229,3996
6291,8230,4002
6292,8232,4001
6293,8230,4002
6294,8225,4001
6295,8227,4004
6296,8231,4003
6297,8231,4004
6298,8227,4005
6299,8223,4001
6300,8224,4002
6301,8224,4008
6302,8218,4005
6303,8219,4002
6304,8218,4000
6305,8225,4003
6306,8232,4002
6307,8231,4006
6308,8233,4006
6309,8237,4001
6310,8235,4005
6311,8229,4005
6312,8236,4000
6313,8233,4002
6314,8241,4003
6315,8242,4005
6316,8237,4006
6317,8240,4002
6318,8247,4007
6319,8244,4010
6320,8239,4013
6321,8235,4009
6322,8230,4014
6323,8232,4016
6324,8231,4021
6325,8232,4025
